Textbox_UWAGA2,Textbox_PARAMETRY
PRICE INDICES OF CONSUMER GOODS AND SERVICES BY VOIVODSHIP - QUARTERLY,"Year: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022
Quarter: I-III, IV-VI, VII-IX, X-XII
Territorial unit: POLAND, DOLNOSLASKIE, KUJAWSKO-POMORSKIE, LUBELSKIE, LUBUSKIE, LODZKIE, MALOPOLSKIE, MAZOWIECKIE, OPOLSKIE, PODKARPACKIE, PODLASKIE, POMORSKIE, SLASKIE, SWIETOKRZYSKIE, WARMINSKO-MAZURSKIE, WIELKOPOLSKIE, ZACHODNIOPOMORSKIE
Type of information: previous period = 100"

Textbox28,Textbox76,Textbox78,Textbox82
Table,Chart,Map,Metadata

Textbox5,Textbox6,TOWARY_I_USŁUGI_KONSUMPCYJNE,NAZWA_WOJ,KOD_ROK_KWARTAL_RZYM,WARTOSC_OST_blok51
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2020 VII-IX,100.6
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2020 X-XII,100.2
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2021 I-III,104.4
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2021 IV-VI,105.2
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2021 VII-IX,104.0
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2021 X-XII,104.2
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2022 I-III,101.0
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2022 IV-VI,114.1
Consumer goods and services,Territorial unit,Transport,MAZOWIECKIE,2022 VII-IX,100.2
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2010 I-III,102.2
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2010 IV-VI,102.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2010 VII-IX,99.5
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2010 X-XII,100.9
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2011 I-III,103.3
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2011 IV-VI,102.2
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2011 VII-IX,100.0
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2011 X-XII,103.2
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2012 I-III,103.8
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2012 IV-VI,101.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2012 VII-IX,99.1
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2012 X-XII,99.4
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2013 I-III,98.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2013 IV-VI,98.6
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2013 VII-IX,101.5
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2013 X-XII,99.1
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2014 I-III,98.9
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2014 IV-VI,100.0
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2014 VII-IX,99.9
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2014 X-XII,96.9
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2015 I-III,93.6
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2015 IV-VI,102.2
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2015 VII-IX,100.5
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2015 X-XII,96.0
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2016 I-III,93.8
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2016 IV-VI,103.8
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2016 VII-IX,101.0
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2016 X-XII,104.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2017 I-III,101.4
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2017 IV-VI,97.9
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2017 VII-IX,98.3
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2017 X-XII,101.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2018 I-III,99.9
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2018 IV-VI,103.5
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2018 VII-IX,102.4
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2018 X-XII,100.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2019 I-III,98.0
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2019 IV-VI,103.2
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2019 VII-IX,98.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2019 X-XII,98.2
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2020 I-III,100.8
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2020 IV-VI,92.1
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2020 VII-IX,102.6
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2020 X-XII,100.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2021 I-III,104.8
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2021 IV-VI,105.5
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2021 VII-IX,104.5
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2021 X-XII,104.7
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2022 I-III,101.1
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2022 IV-VI,113.8
Consumer goods and services,Territorial unit,Transport,OPOLSKIE,2022 VII-IX,100.1
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2010 I-III,102.1
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2010 IV-VI,102.7
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2010 VII-IX,100.0
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2010 X-XII,101.3
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2011 I-III,103.3
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2011 IV-VI,102.8
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2011 VII-IX,100.5
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2011 X-XII,103.4
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2012 I-III,103.4
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2012 IV-VI,101.5
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2012 VII-IX,99.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2012 X-XII,99.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2013 I-III,98.8
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2013 IV-VI,99.0
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2013 VII-IX,101.0
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2013 X-XII,99.1
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2014 I-III,98.8
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2014 IV-VI,99.8
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2014 VII-IX,100.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2014 X-XII,96.1
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2015 I-III,92.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2015 IV-VI,102.8
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2015 VII-IX,100.1
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2015 X-XII,96.1
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2016 I-III,93.9
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2016 IV-VI,103.3
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2016 VII-IX,101.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2016 X-XII,103.7
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2017 I-III,102.6
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2017 IV-VI,96.8
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2017 VII-IX,97.9
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2017 X-XII,104.0
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2018 I-III,99.6
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2018 IV-VI,104.1
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2018 VII-IX,102.8
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2018 X-XII,100.7
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2019 I-III,97.0
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2019 IV-VI,103.7
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2019 VII-IX,98.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2019 X-XII,99.0
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2020 I-III,101.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2020 IV-VI,88.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2020 VII-IX,104.4
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2020 X-XII,101.3
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2021 I-III,106.5
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2021 IV-VI,106.5
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2021 VII-IX,105.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2021 X-XII,106.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2022 I-III,100.2
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2022 IV-VI,116.3
Consumer goods and services,Territorial unit,Transport,PODKARPACKIE,2022 VII-IX,99.5
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2010 I-III,101.6
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2010 IV-VI,102.1
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2010 VII-IX,100.4
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2010 X-XII,100.5
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2011 I-III,103.1
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2011 IV-VI,102.2
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2011 VII-IX,100.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2011 X-XII,102.7
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2012 I-III,102.4
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2012 IV-VI,101.9
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2012 VII-IX,99.5
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2012 X-XII,99.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2013 I-III,98.9
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2013 IV-VI,98.9
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2013 VII-IX,100.9
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2013 X-XII,99.6
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2014 I-III,99.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2014 IV-VI,99.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2014 VII-IX,100.4
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2014 X-XII,96.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2015 I-III,93.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2015 IV-VI,103.1
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2015 VII-IX,99.9
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2015 X-XII,96.8
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2016 I-III,94.4
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2016 IV-VI,102.8
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2016 VII-IX,101.4
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2016 X-XII,103.1
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2017 I-III,102.5
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2017 IV-VI,97.2
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2017 VII-IX,98.2
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2017 X-XII,103.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2018 I-III,99.2
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2018 IV-VI,104.4
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2018 VII-IX,102.0
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2018 X-XII,100.7
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2019 I-III,98.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2019 IV-VI,103.0
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2019 VII-IX,98.5
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2019 X-XII,98.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2020 I-III,101.1
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2020 IV-VI,88.7
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2020 VII-IX,104.9
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2020 X-XII,101.5
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2021 I-III,106.3
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2021 IV-VI,105.8
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2021 VII-IX,105.2
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2021 X-XII,105.5
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2022 I-III,100.7
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2022 IV-VI,116.6
Consumer goods and services,Territorial unit,Transport,PODLASKIE,2022 VII-IX,99.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2010 I-III,102.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2010 IV-VI,102.8
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2010 VII-IX,99.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2010 X-XII,100.3
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2011 I-III,103.6
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2011 IV-VI,102.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2011 VII-IX,100.5
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2011 X-XII,102.6
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2012 I-III,102.8
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2012 IV-VI,101.4
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2012 VII-IX,99.2
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2012 X-XII,99.4
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2013 I-III,99.2
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2013 IV-VI,99.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2013 VII-IX,101.3
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2013 X-XII,98.2
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2014 I-III,99.6
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2014 IV-VI,100.2
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2014 VII-IX,100.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2014 X-XII,95.8
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2015 I-III,93.4
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2015 IV-VI,103.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2015 VII-IX,99.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2015 X-XII,95.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2016 I-III,94.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2016 IV-VI,103.8
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2016 VII-IX,102.2
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2016 X-XII,103.2
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2017 I-III,101.4
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2017 IV-VI,98.3
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2017 VII-IX,97.7
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2017 X-XII,102.3
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2018 I-III,100.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2018 IV-VI,103.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2018 VII-IX,101.8
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2018 X-XII,100.5
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2019 I-III,98.5
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2019 IV-VI,102.8
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2019 VII-IX,98.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2019 X-XII,98.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2020 I-III,99.7
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2020 IV-VI,92.5
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2020 VII-IX,102.6
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2020 X-XII,100.3
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2021 I-III,105.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2021 IV-VI,106.1
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2021 VII-IX,104.9
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2021 X-XII,105.4
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2022 I-III,101.2
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2022 IV-VI,112.0
Consumer goods and services,Territorial unit,Transport,POMORSKIE,2022 VII-IX,100.8
Consumer goods and services,Territorial unit,Transport,SLASKIE,2010 I-III,101.9
Consumer goods and services,Territorial unit,Transport,SLASKIE,2010 IV-VI,103.0
Consumer goods and services,Territorial unit,Transport,SLASKIE,2010 VII-IX,99.9
Consumer goods and services,Territorial unit,Transport,SLASKIE,2010 X-XII,100.1
Consumer goods and services,Territorial unit,Transport,SLASKIE,2011 I-III,103.7
Consumer goods and services,Territorial unit,Transport,SLASKIE,2011 IV-VI,103.4
Consumer goods and services,Territorial unit,Transport,SLASKIE,2011 VII-IX,100.2
Consumer goods and services,Territorial unit,Transport,SLASKIE,2011 X-XII,103.1
Consumer goods and services,Territorial unit,Transport,SLASKIE,2012 I-III,102.9
